MacAddress,Company
00:50:C2:1C:3,TT electronics plc
00:01:D7,F5 Networks
C0:2C:7A,Shenzhen Horn Audio Co.
9C:29:3F,Apple
90:6C:4B,Advance Security Electronics
30:52:5A,NST Co.
5C:CD:A8,ITEL MOBILE LIMITED
0C:2E:57,HUAWEI TECHNOLOGIES CO.
98:F9:C7:E,NC-LINK Technology Co.
AC:86:D1:E,Retina Development B.V.
D4:25:CC:E,Coperion
00:14:F8,Scientific Atlanta
00:1C:07,Cwlinux Limited
00:20:8D,CMD TECHNOLOGY
00:90:8A,BAYLY COMMUNICATIONS
70:B3:D5:64:3,Marques
00:18:DE,Intel Corporate
C0:61:9A:A,Gronn Kontakt AS
70:B3:D5:03:F,Elesar Limited
00:0D:3F,VTI Instruments Corporation
28:56:3A,Fiberhome Telecommunication Technologies Co.
00:24:CC,Fascinations Toys and Gifts
00:20:05,SIMPLE TECHNOLOGY
24:D1:A1,Shenzhen Cultraview Digital Technology Co.
8C:1F:64:8F:8,HIGHVOLT Pr??ftechnik
C8:2A:14,Apple
00:0B:83,DATAWATT B.V.
BC:9B:5E,Hangzhou Hikvision Digital Technology Co.
10:F6:05,Realme Chongqing Mobile Telecommunications Corp.
00:50:C2:58:5,Wireless Cables Inc.
84:30:95,Hon Hai Precision IND.CO.
B0:C5:CA:B,RISECOMM  (HK) TECHNOLOGY CO. LIMITED
7C:AD:74,Cisco Systems
00:07:DD,Cradle Technologies
00:50:C2:FA:6,Hilkom digital GmbH
70:50:E7:8,Shenzhen Dangs Science and Technology CO.
E8:1C:D8,Apple
F8:63:D9,ARRIS Group
3C:B8:7A,Private
C4:FF:BC:1,VISATECH C0.
00:23:E2,SEA Signalisation
00:1B:BF,Sagemcom Broadband SAS
A4:E3:2E,Silicon  Software Systems Ltd.
6C:8C:DB,Otus Technologies Ltd
58:3B:C2,Silicon Laboratories
00:1C:B6,Duzon CNT Co.
00:05:86,Lucent Technologies
7C:73:8B,Cocoon Alarm Ltd
0C:BD:51,TCT mobile ltd
2C:3B:70,AzureWave Technology Inc.
0C:86:29:C,SHENZHEN YINGMU TECHNOLOGY.
74:CB:F3,Lava international limited
70:50:AF,BSkyB Ltd
84:CC:11,LG Electornics 
64:FB:81:9,hiQview Corporation
00:D0:80,EXABYTE CORPORATION
70:0B:4F,Cisco Systems
C4:5D:83,Samsung Electronics Co.
8C:1F:64:B7:D,Scheurich GmbH
00:1E:67,Intel Corporate
B4:37:D1:A,Axiomatic Technologies Corporation
5C:A4:36,Shenzhen G-world Technology Incorporated Company
70:B3:D5:F0:7,DUVAL MESSIEN
0C:73:EB:D,D-Link ???Shanghai???Limited Corp.
58:C1:7A,Cambium Networks Limited
F0:D7:93,Apple
34:6E:9D,Ericsson AB
8C:1F:64:0A:C,Patch Technologies
00:50:C2:BE:0,Phaedrus Limited
D0:C8:57:B,CHUNGHSIN INTERNATIONAL ELECTRONICS CO.
60:72:0B,BLU Products Inc
B8:63:92,GUANGDONG GENIUS TECHNOLOGY CO.
F8:2B:E6:6,Wayren O??
00:80:AF,ALLUMER CO.
00:50:C2:8D:B,DCOM Network Technology (Pty) Ltd
78:F7:D0,Silverbrook Research
00:0B:49,RF-Link System Inc.
00:20:18,CIS TECHNOLOGY INC.
00:1F:CA,Cisco Systems
C8:A9:13,Lontium Semiconductor Corporation
CC:2A:AC,Yunjing lntelligent Technology(Dongguan).
00:50:C2:8F:3,Curtis Door Systems Inc
C8:53:E1,Beijing Bytedance Network Technology Co.
64:44:D5,TD Tech
70:B3:D5:D0:C,Connor Winfield LTD
88:0C:E0,Texas Instruments
00:DD:0D,UNGERMANN-BASS INC.
00:90:4D,SPEC S.A.
04:BD:BF,Samsung Electronics Co.
90:0B:C1,Sprocomm Technologies CO.
8C:1F:64:64:7,Senior Group LLC
20:08:89,zte corporation
78:02:8B,Apple
00:50:C2:93:5,Image Video
70:5A:6F,IEEE Registration Authority
E0:9D:13,Samsung Electronics Co.
00:14:77,Trilliant
00:03:D6,RADVision
78:7F:62,GiK mbH
64:62:66:C,Jiangsu Aisida Electronic Co.
70:B3:D5:36:8,White Matter LLC
04:E4:B6,Samsung Electronics Co.
0C:71:8C,TCT mobile ltd
44:1B:88,Apple
E4:12:89,topsystem Systemhaus GmbH
CC:44:63,Apple
18:53:E0,Hanyang Digitech Co.Ltd
0C:EF:AF:3,Engineering Center ENERGOSERVICE
B0:EC:8F,GMX SAS
70:B3:D5:94:6,GREATWALL Infotech Co.
E4:95:6E:3,Shanghai DGE Co.
00:15:4E,IEC
1C:3C:D4,HUAWEI TECHNOLOGIES CO.
EC:17:2F,TP-LINK TECHNOLOGIES CO.
00:21:EC,Solutronic GmbH
2C:27:9E:2,Kunyi electronic technology (Shanghai) Co.
70:B3:D5:F9:3,Hella Gutmann Solutions GmbH
A0:22:4E:D,Digifocus Technology Inc.
70:B3:D5:5D:2,Contec Americas Inc.
8C:1F:64:BF:4,Fluid Components Intl
00:11:5B,Elitegroup Computer Systems Co.
AC:E9:AA,Hay Systems Ltd
00:11:1C,Pleora Technologies Inc.
48:4C:86,Huawei Device Co.
80:64:7C,Tuya Smart Inc.
BC:F6:1C,Geomodeling Wuxi Technology Co. Ltd.
84:8D:C7,Cisco SPVTG
70:B3:D5:45:7,Vivaldi Clima Srl
00:10:91,NO WIRES NEEDED BV
E8:BA:70,Cisco Systems
88:F5:6E,HUAWEI TECHNOLOGIES CO.
68:26:24,Ergatta
8C:1F:64:E4:2,Shenzhen Forddok Technology Co.
74:1B:B2,Apple
70:B3:D5:3A:1,Reckeen HDP Media sp. z o.o. sp. k.
70:B3:D5:06:5,EXATEL
00:24:CA,Tobii Technology AB
90:A9:F7:1,Shenzhen Chainway Information Technology Co.
80:E4:55,New H3C Technologies Co.
00:14:2E,77 Elektronika Kft.
00:24:6B,Covia
00:26:EC,Legrand Home Systems
1C:54:9E,Universal Electronics
28:92:4A,Hewlett Packard
20:B0:01,Technicolor
EC:81:93,Logitech
88:A5:BD,QPCOM INC.
00:50:C2:46:C,CAMCO GmbH
00:03:A5,Medea Corporation
9C:43:1E:C,SuZhou Jinruiyang Information Technology CO.
8C:1F:64:9A:6,INSTITUTO DE GEST??O
C4:FF:84:D,AOSAISHI (HONG KONG) CO.
1C:FD:08:1,Shenzhen SEWO Technology Co.
00:05:BC,Resource Data Management Ltd
A4:58:0F:5,CoAsia Microelectronics Corp.
AC:E4:03,Shenzhen Visteng Technology CO.
00:05:44,Valley Technologies
00:50:C2:82:D,Elmec
00:13:01,IronGate S.L.
00:09:CF,iAd GmbH
70:B3:D5:49:D,Shenzhen Chanslink Network Technology Co.
70:B3:D5:8D:B,Kratos Analytical Ltd
8C:1F:64:29:1,Jiangsu Ruidong Electric Power Technology Co.
00:D0:6C,SHAREWAVE
70:B3:D5:98:1,Zamir Recognition Systems Ltd.
8C:1F:64:7D:E,SOCNOC AI Inc
28:2C:02,IEEE Registration Authority
A0:42:D1,Huawei Device Co.
00:0C:18,Zenisu Keisoku Inc.
7C:A6:1D,MHL
00:A0:CD,DR. JOHANNES HEIDENHAIN GmbH
C4:BA:99,IME Actia Informatik und Mikro-Elektronik GmbH
70:B3:D5:7E:9,Mecsel Oy
D0:C8:57:1,DALI AS
98:6D:35:0,Shenzhen MALATA Mobile Communication Co.
00:50:C2:FC:D,Jinyoung Contech
A4:9D:DD,Samsung Electronics Co.
88:09:05,MTMCommunications
B0:FF:72:D,TBB Renewable (Xiamen) Co Ltd
00:15:55,DFM GmbH
28:A2:41,exlar corp
0C:39:56,Observator instruments
8C:1F:64:AC:E,Rayhaan Networks
00:80:14,ESPRIT SYSTEMS
F8:30:02,Texas Instruments
B4:3A:28,Samsung Electronics Co.
20:17:46,Paradromics
70:F0:87,Apple
00:50:C2:34:3,ABB Xiamen Switchgear Co. Ltd.
00:D0:65,TOKO ELECTRIC
00:2A:AF,LARsys-Automation GmbH
C0:8F:20,Shenzhen Skyworth  Digital  Technology  CO.
B4:E8:5C,f??nfeinhalb Funksysteme GmbH
48:EB:62,Murata Manufacturing Co.
50:F6:1A,Kunshan JADE Technologies co.
70:B3:D5:41:C,Twoway Communications
8C:1F:64:77:C,Orange Tree Technologies Ltd
C8:BD:4D,Samsung Electronics Co.
00:03:66,ASM Pacific Technology
00:50:C2:2E:F,Profline B.V.
00:30:51,ORBIT AVIONIC  COMMUNICATION
BC:FF:AC,TOPCON CORPORATION
F0:2B:18,Nanjing Jiahao Technology Co.
50:F5:DA,Amazon Technologies Inc.
3C:D0:F8,Apple
DC:C4:22,Systembase Limited
00:C0:16,ELECTRONIC THEATRE CONTROLS
F0:03:BC,Cisco Systems
88:AE:DD,EliteGroup Computer Systems Co.
CC:D8:1F,Maipu Communication Technology Co.
00:A0:59,HAMILTON HALLMARK
4C:1B:86,Arcadyan Corporation
00:B0:19,UTC CCS
D8:A6:F0,Wu Qi Technologies
00:0F:EA,Giga-Byte Technology Co.
30:90:48,Apple
30:C6:AB,zte corporation
34:8F:27,Ruckus Wireless
2C:67:98,InTalTech Ltd.
00:50:C2:68:8,Elk Products
88:58:BE,kuosheng.com
A8:D2:36,Lightware Visual Engineering
8C:1C:DA:2,GEOMC
A4:FF:95,Nokia
70:B3:D5:E8:1,SLAT
F0:B5:B7,Disruptive Technologies Research AS
00:0D:64,COMAG Handels AG
3C:07:54,Apple
FC:B7:F0,Idaho National Laboratory
00:2D:B3,AMPAK Technology
40:98:7B,Aisino Corporation
00:20:76,REUDO CORPORATION
C4:A1:0E:5,O-NET Industrial Technologies (Shenzhen) Limited
00:50:C2:3F:8,Superna Ltd
C0:DC:DA,Samsung Electronics Co.
48:74:12,OnePlus Technology (Shenzhen) Co.
F4:31:C3,Apple
0C:35:26,Microsoft Corporation
00:50:C2:7A:4,Calibre UK LTD
F8:8A:3C:4,GO-LINK TECHNOLOGY CO.
70:B3:D5:56:A,Harvard Technology Ltd
34:55:94,FUJIAN STAR-NET COMMUNICATION CO.
70:B3:D5:18:9,DAVE SRL
00:1F:3D,Qbit GmbH
94:BA:06,SHENZHEN BILIAN ELECTRONIC CO.???LTD
F0:2A:2B:0,Merlin Security Inc.
28:F8:C6:9,secuever
00:50:C2:0A:3,BaSyTec GmbH
08:ED:02:3,Jiangsu Logread Network Technology Co.
00:25:9B,Beijing PKUNITY Microsystems Technology Co.
40:55:82,Nokia
A8:3B:5C,HUAWEI TECHNOLOGIES CO.
8C:1F:64:FE:D,GSP Sprachtechnologie GmbH
08:33:ED,ASKEY COMPUTER CORP
44:25:BB,Bamboo Entertainment Corporation
30:E3:A4,Intel Corporate
E0:A3:0F,Pevco
1C:FD:08:4,SABIK Offshore GmbH
00:0E:14,Visionary Solutions
D8:42:E2,Canary Connect
E8:1B:69,Sercomm Corporation.
00:50:C2:47:3,Sensus Metering Systems Israel
40:D8:55:0C:4,Inspired Systems
00:60:D1,CASCADE COMMUNICATIONS
D0:2B:20,Apple
10:C1:72,HUAWEI TECHNOLOGIES CO.
00:23:AB,Cisco Systems
00:23:52,DATASENSOR S.p.A.
68:5D:43,Intel Corporate
78:5E:E8:E,Suzhou Tianping Advanced Digital Technologies Co.Ltd
44:03:77,IEEE Registration Authority
70:B3:D5:29:1,Sequent AG
88:BA:7F,Qfiednet Co.
FC:E2:3F,CLAY PAKY SPA
00:15:94,BIXOLON CO.
00:50:C2:A7:5,JTL Systems Ltd.
C0:D3:91:6,Ernitec
70:B3:D5:B0:8,Secuinfo Co. Ltd
18:A5:9C:7,ePower Network Solution Co.
F4:0A:4A,INDUSNET Communication Technology Co.
CC:55:AD,RIM
64:5D:F4,Samsung Electronics Co.
00:19:C4,Infocrypt Inc.
00:13:4A,Engim
D8:AF:3B,Hangzhou Bigbright Integrated communications system Co.
E0:DA:DC,JVC KENWOOD Corporation
40:44:CE,HUAWEI TECHNOLOGIES CO.
00:1B:97,Violin Technologies
40:D8:55:0E:9,HAMEG GmbH
00:0D:D0,TetraTec Instruments GmbH
C8:5C:E2:6,brinfotec
00:0E:5A,TELEFIELD inc.
48:B4:C3,Aruba
5C:B1:3E,Sagemcom Broadband SAS
90:39:5E,Silicon Laboratories
90:E2:FC:2,ShenZhen Temwey Innovation Technology Co.
40:C6:2A,Shanghai Jing Ren Electronic Technology Co.
C8:29:C8,Palo Alto Networks
90:DE:80,Shenzhen Century Xinyang Technology Co.
AC:8D:14,Smartrove Inc
44:FE:3B,Arcadyan Corporation
00:19:93,Changshu Switchgear MFG. Co.
80:C5:48,Shenzhen Zowee Technology Co.
08:9F:97,LEROY AUTOMATION
00:0E:F3,Smartlabs
B8:F8:28,Changshu Gaoshida Optoelectronic Technology Co. Ltd.
00:08:C8,Soneticom
00:50:C2:80:A,Phytec Messtechnik GmbH
E4:7C:65,Sunstar Communication Technology  Co.
18:68:82,Beward RD Co.
00:09:64,Hi-Techniques
DC:54:75,Espressif Inc.
0C:45:BA,HUAWEI TECHNOLOGIES CO.
04:71:4B:3,Griesser Electronic AG
C0:40:04,Medicaroid Corporation
F0:23:B9:7,Transcend Building Automation control network corporation
DC:A9:71,Intel Corporate
98:FC:84:D,Jazwares LLC
00:0D:16,UHS Systems Pty Ltd
D4:0B:B9,Solid Semecs bv.
00:40:04,ICM CO. LTD.
00:50:C2:5B:3,HITECOM System
00:50:C2:3B:7,Mindspeed Technologies
B4:23:30,Itron Inc
1C:87:74:3,Silora RD
94:E6:BA,Samsung Electronics Co.
00:50:C2:1C:2,Weltronics Corp.
00:0F:B6,Europlex Technologies
00:18:E4,YIGUANG
8C:0F:FA,Hutec co.
04:58:5D:C,Rexon Technology
14:BD:61,Apple
C8:EE:D7,Lightspeed Technologies Inc.
00:1B:F4,KENWIN INDUSTRIAL(HK) LTD.
C4:3C:3C,CYBELEC SA
00:1F:3B,Intel Corporate
00:03:96,EZ Cast Co.
8C:1F:64:32:C,Taiko Audio B.V.
00:50:C2:4D:3,ELPROC sp. z o.o.
00:50:6D,VIDEOJET SYSTEMS
D4:BA:FA,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
B4:7C:29,Shenzhen Guzidi Technology Co.
98:BF:F4,MARKIN co.
50:62:55:3,Hypertech Advance Co.
00:19:23,Phonex Korea Co.
F4:28:33,MMPC Inc.
E8:DB:84,Espressif Inc.
F4:6C:68,Wistron Neweb Corporation
D8:86:0B:0,Inspur Group Co.
24:F2:DD,Radiant Zemax LLC
00:50:C2:C0:9,Globe Wireless
4C:12:65,ARRIS Group
8C:1F:64:D3:4,KRONOTECH SRL
00:50:C2:F1:B,Saia-Burgess Controls AG
00:50:C2:7A:0,MedAvant Healthcare
A4:DA:22:A,Grundig
00:00:7C,AMPERE INCORPORATED
40:36:B7,Juniper Networks
00:12:25,ARRIS Group
00:15:51,RadioPulse Inc.
00:50:C2:00:A,Tharsys
30:49:50:9,Shanghai gatang technology CO.
70:C5:9C,Silicon Laboratories
00:1B:DD,ARRIS Group
F4:F3:09,Samsung Electronics Co.
A0:67:20,China Dragon Technology Limited
00:40:20,CommScope Inc
C8:A7:76,HUAWEI TECHNOLOGIES CO.
00:24:33,ALPSALPINE CO
68:82:F2,grandcentrix GmbH
70:B3:D5:44:9,Edgeware AB
00:57:C1,LG Electronics (Mobile Communications)
10:07:23,IEEE Registration Authority
00:E0:2C,AST COMPUTER
00:50:C2:15:9,Standard Comm. Corp.
70:69:79:B,Liquid Instruments Pty Ltd
78:99:12,Flyingvoice (HongKong) Technologies Limited
88:23:8C,Fiberhome Telecommunication Technologies Co.
98:2D:56,Resolution Audio
40:D8:55:15:9,PLATINUM GmbH
A0:3B:01,Kyung In Electronics
78:D8:00:9,SightLine Applications
C8:C2:C6,Shanghai Airm2m Communication Technology Co.
00:07:72,Alcatel-Lucent Shanghai Bell Co.
00:60:49,VINA TECHNOLOGIES
8C:7A:15,Ruckus Wireless
A4:22:49,Sagemcom Broadband SAS
8C:1F:64:5B:5,HUBRIS TECHNOLOGIES PRIVATE LIMITED
C4:E0:DE,Zhengzhou XindaJiean Information Technology Co.
6C:2A:DF:6,ITI Limited
00:50:C2:1F:5,Abest Communication Corp.
54:08:3B:7,ASCS Sp. z o.o.
00:50:C2:B9:9,Greenlight Innovation Corp.
00:69:67:6,Comcast-SRL
4C:BC:98:4,Nemon Co.
00:01:55,Promise Technology
48:5A:3F,WISOL
70:B3:D5:C7:E,BirdDog Australia
14:14:16,Hui Zhou Gaoshengda Technology Co.
24:5D:FC:8,Cosmicnode
00:50:C2:A9:6,FEP SRL
70:B3:D5:8E:2, Zhiye Electronics Co.
D0:22:12:A,GNS-GmbH
00:19:12,Welcat Inc
34:B5:F3:6,JENESIS(SHEN ZHEN)CO.
8C:1F:64:75:4,DevRay IT Solutions Private Limited
00:18:0C,Optelian Access Networks
00:11:77,Coaxial Networks
AC:B9:2F,Hangzhou Hikvision Digital Technology Co.
10:A3:0F,HUAWEI TECHNOLOGIES CO.
00:0F:A4,Sprecher Automation GmbH
AC:3D:75,HANGZHOU ZHIWAY TECHNOLOGIES CO.
00:50:C2:23:D,Gauging Systems Inc
FC:77:74,Intel Corporate
D4:B7:D0,Ciena Corporation
00:0E:CD,SKOV AS
DC:71:DD,AXNY Technology
70:B3:D5:F4:F,Power Electronics Espana
78:D8:00:C,Shenzhen Chenzhuo Technology Co.
F8:5B:9C,SB SYSTEMS Co.
00:27:22,Ubiquiti Networks Inc.
DC:42:C8,Huawei Device Co.
00:1F:04,Granch Ltd.
2C:CA:75,Robert Bosch GmbH AnP
40:D8:55:0E:4,ARAGO SYSTEMS
00:15:40,Nortel Networks
98:81:8A,Huawei Device Co.
00:09:DB,eSpace
00:0C:60,ACM Systems
3C:3B:4D,Toyo Seisakusho Kaisha
30:0A:60,IEEE Registration Authority
40:D8:55:0A:0,Quantronix
A4:13:4E,Luxul 
E4:7B:3F,BEIJING CO-CLOUD TECHNOLOGY LTD.
4C:23:38,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
40:D8:55:0E:1,STV Electronic GmbH
5C:51:88,Motorola Mobility LLC
08:00:39,SPIDER SYSTEMS LIMITED
C0:B6:F9,Intel Corporate
74:12:13,Linksys USA
5C:F2:86:4,CHIPSEN Co.
58:21:36,KMB systems
00:C0:B9,FUNK SOFTWARE
8C:1F:64:CD:F,Canway Technology GmbH
34:46:63:0,China Drive Electric Co.
3C:39:C8,Apple
00:50:C2:15:5,Enea Real Time AB
C0:88:40,GD Midea Air-Conditioning Equipment Co.
30:BD:FE,Sichuan Tianyi Comheart Telecom Co.
04:D1:6E:5,Dspread Technology (Beijing) Inc.
00:1A:55,ACA-Digital Corporation
20:34:62,Xiaomi Communications Co Ltd
00:00:D4,PURE DATA LTD.
70:11:35,Livesecu co.
00:07:90,Tri-M Technologies (s) Limited
C0:11:73,Samsung Electronics Co.
1C:BC:EC,silex technology
00:50:C2:71:E,ASKI Industrie Elektronik Ges.m.b.H.
00:50:C2:9A:2,SAMsystems GmbH
C4:AD:21,MEDIAEDGE Corporation
70:B3:D5:FD:5,OCEANCCTV LTD
00:50:C2:A8:1,BPC circuits Ltd
00:12:B1,Dai Nippon Printing Co.
70:D9:83,Shanghai JINXVM Microelectronics Co.
00:1C:0A,Shenzhen AEE Technology Co.
74:76:7D,shenzhen kexint technology co.
94:F7:17,CIG SHANGHAI CO LTD
64:6D:6C,HUAWEI TECHNOLOGIES CO.
70:B3:D5:34:9,SLAT
00:50:C2:B9:1,Finnet-Service Ltd.
7C:70:BC:6,Bidgely
38:F6:CF,zte corporation
74:F8:DB:D,Simon Electric (China) Co.
2C:FC:8B,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
00:60:9B,AstroNova
00:23:8F,NIDEC COPAL CORPORATION
08:9E:01,Quanta Computer Inc.
8C:1F:64:28:B,Power Electronics Espana
70:B3:D5:53:E,Asiga Pty Ltd
B0:C3:87,GOEFER
40:9F:87,Jide Technology (Hong Kong) Limited
98:80:BB:C,Shenzhen Xin Kingbrand Enterprises Co.
50:0B:91:1,SPD Development Company Ltd
BC:88:93,VILLBAU Ltd.
00:50:C2:62:D,Procon Electronics
60:C5:AD,Samsung Electronics Co.
40:EF:4C,Fihonest communication co.
44:6F:D8:D,SCAIME
00:12:EF,OneAccess SA
68:F7:28,LCFC(HeFei) Electronics Technology co.
00:60:CB,HITACHI ZOSEN CORPORATION
00:50:C2:22:3,visicontrol GmbH
2C:A0:42,Huawei Device Co.
8C:1F:64:BF:3,Alphatek AS
00:50:C2:59:B,SAPEC
4C:63:71,Xiaomi Communications Co Ltd
40:74:E0,Intel Corporate
0C:E7:09,Fox Crypto B.V.
8C:1F:64:A9:C,Upstart Power
70:B3:D5:9B:8,Loma Systems s.r.o.
48:D2:4F,Sagemcom Broadband SAS
84:E0:F4:C,AIMTRON CORPORATION
90:C6:82,IEEE Registration Authority
00:60:6E,DAVICOM SEMICONDUCTOR
00:06:1D,MIP Telecom
C0:52:34,HUAWEI TECHNOLOGIES CO.
48:46:F1,Uros Oy
08:00:5A,IBM Corp
80:7B:85:7,Chendu Ningshui Technology Co.
0C:2A:69,electric imp
E0:B9:A5,AzureWave Technology Inc.
00:12:B3,Advance Wireless Technology Corp.
00:16:6B,Samsung Electronics Co.
DC:7B:94,Cisco Systems
D0:2A:AA,Infinix mobility limited
00:13:57,Soyal Technology Co.
8C:1F:64:3C:8,BTG Instruments AB
00:60:D7,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL)
70:B3:D5:0C:6,Embedded Arts Co.
4C:F5:A0,Scalable Network Technologies Inc
0C:D5:D3,Cisco Systems
34:4E:2F,LEAR
8C:1F:64:83:D,L-signature
8C:1F:64:6A:D,Potter Electric Signal Company
70:B3:D5:F1:B,RoyalShield Technologies India Private Limited
20:5C:FA,Yangzhou ChangLian Network Technology Co
60:70:72,SHENZHEN HONGDE SMART LINK TECHNOLOGY CO.
54:A7:03,TP-LINK TECHNOLOGIES CO.
70:B3:D5:A1:8,Embedded Systems Lukasz Panasiuk
D8:76:0A,Escort
A0:23:1B,TeleComp RD Corp.
C8:1C:FE,Zebra Technologies Inc.
8C:1F:64:8E:5,Druck Ltd.
70:59:86,OOO TTV
00:26:34,Infineta Systems
DC:FB:48,Intel Corporate
00:50:C2:F2:D,Robert Bosch Healthcare Systems
00:50:C2:40:3,RohdeSchwarz Topex SA
38:B8:00,Wistron Neweb Corporation
84:DB:A4,Huawei Device Co.
68:38:E3,EYESON SOLUTION CO.
44:4A:DB,Apple
00:1F:3A,Hon Hai Precision Ind. Co.
00:12:56,LG INFORMATION  COMM.
90:D4:32,zte corporation
00:50:C2:DD:7,Tornado Modular Systems
00:0F:B9,Adaptive Instruments
00:50:C2:B2:E,ACT
00:07:B5,Any One Wireless Ltd.
00:05:EC,Mosaic Systems Inc.
00:30:3F,TurboComm Tech Inc.
F8:2B:E6:9,Annapurna labs
C4:91:0C,Apple
BC:FC:E7,ASUSTek COMPUTER INC.
00:A0:A5,TEKNOR MICROSYSTEME
00:1A:5B,NetCare Service Co.
30:E1:71,Hewlett Packard
00:50:C2:DA:3, GD Mission Systems
04:55:B2,Huaqin Technology Co.
58:23:BC:5,Shenzhen Zhixuan Network Technology Co.
00:07:1A,Finedigital Inc.
BC:6E:6D,EM Microelectronic
5C:3A:3D,zte corporation
E0:B6:F5:E,Advatek Lighting Pty Ltd
C4:FF:BC:0,Danego BV
04:A1:6F:C,Broadband International
94:D6:DB,NexFi
00:1A:43,Logical Link Communications
BC:30:D9,Arcadyan Corporation
00:27:0C,Cisco Systems
0C:52:03,AGM GROUP LIMITED
1C:87:74:5,Xiaoxinge (Tangshan) Electronic Technology Co.
8C:1F:64:F7:4,GE AVIC Civil Avionics Systems Company Limited
C8:93:83,Embedded Automation
00:50:C2:EF:E,PLR Information Systems Ltd.
00:0C:5B,HANWANG TECHNOLOGY CO.
74:25:84:3,alt digital s.r.o.
00:17:CC,Alcatel-Lucent
00:50:C2:77:F,ACD Elektronik GmbH
CC:3B:3E,Lester Electrical
8C:1F:64:D2:3,PLX Inc.
8C:1F:64:72:F,GMV Aerospace and Defence SAU
00:21:B2,Fiberblaze AS
3C:83:B5,Advance Vision Electronics Co. Ltd.
74:8F:C2,Cisco Systems
34:AA:EE,Mikrovisatos Servisas UAB
84:85:06,Apple
00:25:C6,kasercorp
FC:33:5F,Polyera
94:CC:04,IEEE Registration Authority
00:07:88,Clipcomm
00:01:62,Cygnet Technologies
70:B3:D5:BE:6,CCII Systems (Pty) Ltd
00:25:33,WITTENSTEIN AG
EC:F6:4C,Silicon Laboratories
7C:C8:DF,Apple
00:50:C2:4A:8,CYJAYA Korea
C8:98:DB:1,Block
00:50:C2:05:0,Dataprobe
74:F8:DB:3,InnoTrans Communications
50:29:7B,China Mobile Group Device Co.
F8:20:D2,ARRIS Group
00:42:52,RLX Technologies
00:09:19,MDS Gateways
7C:16:0D,Saia-Burgess Controls AG
70:B3:D5:03:D,QUERCUS TECHNOLOGIES
00:17:89,Zenitron Corporation
1C:87:74:B,HABEY USA Inc.
20:1B:C9,Juniper Networks
00:26:7E,PARROT SA
4C:1A:3A,PRIMA Research And Production Enterprise Ltd.
88:BD:09,Netis Technology Co.
34:F3:9A,Intel Corporate
00:50:C2:E2:F,Beam Ltd
00:21:FD,LACROIX TRAFFIC S.A.U
40:99:F6,Telink Semiconductor(Shanghai) Co.
80:65:7C,Apple
2C:81:58,Hon Hai Precision Ind. Co.
00:60:80,MICROTRONIX DATACOM LTD.
58:98:35,Technicolor
60:C5:47,Apple
4C:C6:4C,Beijing Xiaomi Mobile Software Co.
00:16:2B,Togami Electric Mfg.co.
70:B3:D5:3B:A,Silex Inside
98:22:6E,Amazon Technologies Inc.
10:91:A8,Espressif Inc.
D0:E7:82,AzureWave Technology Inc.
28:36:38:D,APPEAK Technology System Co.Ltd.
04:47:07,Texas Instruments
D0:72:DC,Cisco Systems
00:07:8E,Garz  Fricke GmbH
70:B3:D5:29:9,KMtronic ltd
50:6F:98,Sehaj Synergy Technologies Private Limited
94:D4:17,GPI KOREA INC.
E0:70:EA,HP Inc.
00:20:B7,NAMAQUA COMPUTERWARE
AC:A6:13,Aivres SYSTEMS INC
00:50:C2:EB:D,Droplet Measurement Technologies
C0:63:80,Texas Instruments
D4:7B:B0,ASKEY COMPUTER CORP
00:25:95,Northwest Signal Supply
0C:5C:B5:1,avxav Electronic Trading LLC
74:1A:E0:0,Huano International Technology Limited
00:50:C2:C0:1,QUERCUS TECHNOLOGIES
E8:18:63,IEEE Registration Authority
94:3E:FD:E,Annapurna labs
B8:8F:B4,JABIL CIRCUIT ITALIA S.R.L
AC:EE:64,Shenzhen SuperElectron Technology Co.
EC:72:5B,zte corporation
00:08:09,Systemonic AG
98:06:37:4,Chengdu Shuwei Communication Technology Co.
38:18:68,Intel Corporate
00:13:94,Infohand Co.
AC:C2:EC,CLT INTL IND. CORP.
2C:6F:51,Herospeed Digital Technology Limited
2C:9D:65,vivo Mobile Communication Co.
00:F4:03,Orbis Systems Oy
00:11:EC,AVIX INC.
00:50:C2:01:0,Moisture Systems
20:2B:C1,HUAWEI TECHNOLOGIES CO.
9C:82:75,Yichip??Microelectronics (Hangzhou) Co.
1C:21:D1:9,Dynojet Research
10:DC:B6:A,Pickering Interfaces Ltd
00:13:98,TrafficSim Co.
44:E6:4A,Shenzhen iComm Semiconductor CO.
8C:1F:64:3B:7,AI-BLOX
C0:E3:A0,Renesas Electronics (Penang) Sdn. Bhd.
30:37:A6,Cisco Systems
00:50:C2:FB:3,CT Company
00:1E:54,TOYO ELECTRIC Corporation
00:22:3D,JumpGen Systems
00:50:C2:91:A,Xtone Networks
00:14:F0,Business Security OL AB
00:17:12,ISCO International
70:B3:D5:9A:7,Honeywell
40:D8:55:16:3,KMtronic ltd
00:0C:03,HDMI Licensing
