MacAddress,Company
00:50:C2:55:3,ATH system
C4:01:7C,Ruckus Wireless
E4:1E:0A:D,ROMO Wind AS
00:0F:11,Prodrive B.V.
00:E0:B1,Alcatel-Lucent Enterprise
98:A4:0E,Snap
44:4B:7E,Fiberhome Telecommunication Technologies Co.
74:25:84:A,Annapurna labs
00:07:BB,Candera Inc.
18:45:B3:7,Shenzhen Incar Technology Co.
B4:E6:2A,LG Innotek
A0:B5:3C,Technicolor Delivery Technologies Belgium NV
C4:32:D1,Farlink Technology Limited
00:14:5C,Intronics B.V.
00:0F:9A,Synchrony
00:ED:B8,KYOCERA Corporation 
48:F7:C0,Technicolor CH USA Inc.
00:50:C2:E9:0,GS Elektromedizinische Geraete G. Stemple GmbH
A4:17:8B,HUAWEI TECHNOLOGIES CO.
B0:43:5D,NuLEDs
E4:CE:02,WyreStorm Technologies Ltd
00:19:CF,SALICRU
80:27:6C,Cisco Systems
70:B3:D5:AD:B,RF Code
8C:47:6E:6,Oxford Nanopore Technologies Ltd.
00:50:C2:E0:1,Tyco Traffic  Transportation
40:01:07,Arista Corp
8C:1F:64:C2:F,Power Electronics Espana
C4:C3:6B,Apple
00:50:C2:91:8,Design Lightning Corp
00:0F:33,DUALi Inc.
70:B3:D5:E6:E,Lieron BVBA
00:16:D0,ATech elektronika d.o.o.
A0:0C:A1,SKTB SKiT
AC:64:17,Siemens AG
00:50:C2:D1:7,CUE
00:16:C4,SiRF Technology
F0:3D:29,Actility
00:40:A2,KINGSTAR TECHNOLOGY INC.
00:50:C2:09:0,Invensys Controls Network Systems
00:50:C2:39:A,Optical Air Data Systems
64:52:99,The Chamberlain Group
70:B3:D5:DE:B,DORLET SAU
88:5F:E8:E,Unicom Global
40:A6:E8,Cisco Systems
00:50:C2:57:C,??olane
F4:6F:4E,Echowell
88:4C:CF,Pulzze Systems
AC:1D:DF:7,Green IT Korea Co.
00:50:C2:B1:7,Elcoteq Design Center Oy
34:00:8A:4,Fotonic i Norden AB
90:74:2E,New H3C Technologies Co.
1C:93:7C,ARRIS Group
08:00:32,TIGAN INCORPORATED
00:04:84,Amann GmbH
54:0F:2C,Arista Networks
10:5F:D4,Tendyron Corporation
00:50:C2:5F:8,Grupo Epelsa S.L.
00:18:E2,Topdata Sistemas de Automacao Ltda
D8:19:7A,Nuheara Ltd
70:B3:D5:6B:A,Integrotech sp. z o.o.
11:11:11,Private
00:50:C2:9C:A,ESAB-ATAS GmbH
24:4E:7B:A,Shenzhen AWT science   technology limited
70:B3:D5:80:7,Camsat Przemys??aw Gralak
90:23:B4,New H3C Technologies Co.
00:1C:A3,Terra
64:C3:94,HUAWEI TECHNOLOGIES CO.
2C:59:8A,LG Electronics (Mobile Communications)
00:C0:33,TELEBIT COMMUNICATIONS APS
70:B3:D5:A6:6,Trapeze Software Group Inc
00:0B:E8,AOIP
70:B3:D5:86:4,BORMANN EDV und Zubehoer
70:B3:D5:51:1,Next Sight srl
70:B3:D5:EB:8,Emporia Renewable Energy Corp
98:06:37:2,Summa nv
70:B3:D5:C2:3,Sumitomo Heavy Industries
AC:0A:61,Labor S.r.L.
1C:98:C1,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
C8:3F:26,Microsoft Corporation
8C:1F:64:4D:D,Griffyn Robotech Private Limited
00:E0:3D,FOCON ELECTRONIC SYSTEMS AS
10:DC:B6:D,LeoLabs
B8:19:99,Nesys
10:54:D2:5,Sybersense
F4:28:53,Zioncom Electronics (Shenzhen) Ltd.
0C:8B:95,Espressif Inc.
04:A5:26,Nokia
00:90:95,UNIVERSAL AVIONICS
00:25:10,Pico-Tesla Magnetic Therapies
70:B3:D5:85:D,ATHREYA INC
00:50:2A,Cisco Systems
00:20:9A,THE 3DO COMPANY
00:50:C2:3B:C,Tyzx
C4:83:72,IEEE Registration Authority
1C:32:AC,HUAWEI TECHNOLOGIES CO.
00:50:C2:62:3,SAFELINE SL
00:E0:DE,DATAX NV
00:50:C2:94:E,Zynix Original Sdn. Bhd.
A4:E3:1B,Nokia
50:0B:32,Foxda Technology Industrial(ShenZhen)Co.
70:03:9F,Espressif Inc.
70:B3:D5:77:4,Micram Instruments Ltd
00:A0:F6,AutoGas Systems Inc.
DC:97:3A,Verana Networks
00:21:94,Ping Communication
60:02:B4,Wistron Neweb Corporation
8C:1F:64:F4:5,JBF
54:C5:7A,Sunnovo International Limited
24:53:BF,Enernet
AC:7A:4D,ALPSALPINE CO
7C:2A:31,Intel Corporate
70:B3:D5:F8:2,Preston Industries dba PolyScience
70:B3:D5:C4:C,VTC Digicom
00:50:C2:AC:6,Marathon Products
90:F8:91,Kaonmedia CO.
00:1B:C5:02:C,Care Everywhere LLC
30:3A:64,Intel Corporate
00:09:BF,Nintendo Co.
EC:9F:0D,IEEE Registration Authority
3C:42:7E:3,Shenzhen VETAS Communication Technology Co 
3C:32:B9,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
00:80:1B,KODIAK TECHNOLOGY
04:90:C0,Forvia
A8:4A:28,Apple
00:19:7D,Hon Hai Precision Ind. Co.
00:10:F8,TEXIO TECHNOLOGY CORPORATION
70:B3:D5:92:B,ENTEC Electric  Electronic Co.
40:CB:C0,Apple
40:D8:55:0F:5,CST Group
8C:1F:64:D8:C,SMRI
00:0F:77,DENTUM CO.
9C:F5:31,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
70:B3:D5:8B:9,Toptech Systems
1C:91:9D,Dongguan Liesheng Electronic Co.
FC:C8:97,zte corporation
00:12:E4,ZIEHL industrie-electronik GmbH  Co KG
70:B3:D5:3A:B,Camozzi Automation SpA
00:50:C2:43:E,Coppercom
48:75:83,Intellion AG
F0:4A:2B,PYRAMID Computer GmbH
00:50:C2:2C:8,SELCO
00:50:C2:B9:1,Finnet-Service Ltd.
68:97:E8,Society of Motion Picture amp Television Engineers
70:B3:D5:E1:7,SA Photonics
74:B4:72,CIESSE
C0:9B:9E,Silicon Laboratories
28:CE:15,Shenzhen Xinwei Intelligent Co.
98:87:44,Wuxi Hongda Science and Technology Co.
00:23:9F,Institut f??r Pr??ftechnik
C0:DD:8A,Facebook Technologies
00:50:C2:35:E,Jobin Yvon
6C:D0:08,zte corporation
00:50:C2:C7:3,Industry Controls
60:A8:FE,Nokia Solutions and Networks GmbH  Co. KG
8C:1F:64:0D:2,biosilver .co.
70:B3:D5:E7:5,Nke
F4:E5:78,LLC Proizvodstvennaya Kompania TransService
04:92:26,ASUSTek COMPUTER INC.
90:A9:F7:9,Zekler Safety AB
70:B3:D5:6A:7,Partilink Inc.
DC:23:3B,Extreme Networks
78:22:88,SHENZHEN BILIAN ELECTRONIC CO.???LTD
8C:F6:81,Silicon Laboratories
0C:74:C2,Apple
00:50:C2:46:3,Codem Systems
94:14:57,Shenzhen Sundray Technologies Company Limited
40:54:E4,Wearsafe Labs Inc
00:0A:F4,Cisco Systems
8C:1F:64:3C:0,SNEK
40:D8:55:17:4,EcoGuard AB
00:B0:E1,Cisco Systems
0C:F4:05,Beijing Signalway Technologies Co.
8C:1F:64:FF:8,Chamsys Ltd
48:3D:32,Syscor Controls amp Automation
00:25:46,Cisco Systems
A4:D9:31,Apple
A0:80:69,Intel Corporate
00:50:C2:88:6,Wartsila Voyage Limited
00:14:8D,Cubic Defense Simulation Systems
00:50:C2:61:3,TATTILE SRL
78:B3:B9,ShangHai sunup lighting CO.
18:D7:93:7,JFA Electronics Industry and Commerce EIRELI
00:50:C2:DF:1,Saia-Burgess Controls AG
90:94:97,HUAWEI TECHNOLOGIES CO.
00:07:2A,Innovance Networks
00:0B:0A,dBm Optics
74:D4:35,GIGA-BYTE TECHNOLOGY CO.
00:1D:05,Cooper Lighting Solutions
EC:E1:54,Beijing Unisound Information Technology Co.
00:18:83,FORMOSA21 INC.
14:85:01,Rivos Inc.
00:24:7A,FU YI CHENG Technology Co.
C8:D5:90,FLIGHT DATA SYSTEMS
14:CF:E2,ARRIS Group
00:07:CD,Kumoh Electronic Co
00:1B:C5:05:6,ThinKom Solutions
00:1E:40,Shanghai DareGlobal Technologies Co.
10:5A:F7,ADB Italia 
1C:23:4F,EDMI  Europe Ltd
00:50:C2:8F:F,Luceat
70:B3:D5:5F:6,FreeFlight Systems
F4:DE:0C,ESPOD Ltd.
00:07:98,Selea SRL
28:36:38:6,Georg Neumann GmbH
88:B1:E1, Mojo Networks
70:B3:D5:84:B,QuestHouse
14:D1:1F,HUAWEI TECHNOLOGIES CO.
00:06:E6,DongYang Telecom Co.
00:1B:8D,Electronic Computer Systems
00:1B:E2,AhnLab
00:50:C2:EF:B,Norbit ODM AS
04:BC:9F,Calix Inc.
84:89:EC:0,SmartGiant Technology
08:DD:03,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.
00:1A:D2,Eletronica Nitron Ltda
00:50:C2:22:4,PANNOCOM Ltd.
80:A5:79:A,ViewSonic Corp
00:40:D6,LOCAMATION B.V.
70:B3:D5:B0:8,Secuinfo Co. Ltd
00:09:13,SystemK Corporation
C4:29:96,Signify B.V.
30:C5:0F,HUAWEI TECHNOLOGIES CO.
00:80:E9,Madge Ltd.
70:B3:D5:2F:6,TATTILE SRL
20:7B:D2,ASIX Electronics Corporation
D4:66:A8,Riedo Networks Ltd
00:50:C2:18:6,Pantec Engineering AG
64:70:33,Apple
04:75:03,HUAWEI TECHNOLOGIES CO.
10:4F:58,Aruba
88:A6:EF:B,Beijing ThinRedline Technology Co.
0C:CC:47:B,Spot AI
00:50:B9,XITRON TECHNOLOGIES
00:05:A5,KOTT
24:AB:81,Apple
F4:3A:FA:0,AugustDevices India Private limited 
0C:3C:65,Dome Imaging Inc
00:0A:FF,Kilchherr Elektronik AG
A8:9D:D2,Shanghai DareGlobal Technologies Co.
30:37:B3,HUAWEI TECHNOLOGIES CO.
C0:48:2F:1,Sichuan Xutai communication equipment Co.
E8:B4:70:5,Alperia Fiber srl 
AC:5E:8C,Utillink
2C:3F:3E,Alge-Timing GmbH
00:D0:09,HSING TECH. ENTERPRISE CO. LTD
00:4D:32,Andon Health Co.
40:D8:55:1A:B,Rosslare Enterprises Limited
58:C7:AC,New H3C Technologies Co.
30:E8:E4,Qorvo International Pte. Ltd.
70:B3:D5:C4:E,ARKRAY
3C:1A:65,Nokia
3C:69:D1,ADC Automotive Distance Control System GmbH
D4:61:FE,Hangzhou H3C Technologies Co.
84:0B:7C,Hitron Technologies. Inc
70:50:E7:1,Annapurna labs
64:3E:0A,HUAWEI TECHNOLOGIES CO.
34:DA:C1,SAE Technologies Development(Dongguan) Co.
8C:1F:64:7B:B,Kotsu Dengyosha Co.
AC:72:DD,GD Midea Air-Conditioning Equipment Co.
00:19:00,Intelliverese - DBA Voicecom
00:1F:68,Martinsson Elektronik AB
C0:83:59:D,Gardner Denver Thomas GmbH
78:DA:6E,Cisco Systems
38:AB:41,Texas Instruments
00:0D:B9,PC Engines GmbH
74:25:84,IEEE Registration Authority
00:50:C2:8D:5,Peek Traffic Corp
E4:E0:C5,Samsung Electronics Co.
70:B3:D5:08:0,ABB
A8:C8:3A,HUAWEI TECHNOLOGIES CO.
1C:7F:2C,HUAWEI TECHNOLOGIES CO.
00:50:C2:9B:7,St. Michael Strategies
F0:0D:F5,ACOMA Medical Industry Co
08:3B:E9,New H3C Technologies Co.
70:B3:D5:37:4,OOO NPP Mars-Energo
00:0B:56,Cybernetics
00:50:C2:27:8,Replicom Ltd.
00:50:C2:D7:E,LYNX Technik AG
A0:04:60,NETGEAR
00:0A:F2,NeoAxiom Corp.
28:29:D9,GlobalBeiMing technology (Beijing)Co. Ltd
70:B3:D5:D3:7,Sicon srl
00:25:27,Bitrode Corp.
D0:16:F0:C,Peralex Electronics (Pty) Ltd
00:11:26,Venstar Inc.
28:9E:DF,Danfoss Turbocor Compressors
8C:1F:64:5C:6,Systems With Intelligence Inc.
84:41:67,Apple
34:2D:0D,Samsung Electronics Co.
00:0D:3E,APLUX Communications Ltd.
CC:78:AB,Texas Instruments
00:18:F6,Thomson Telecom Belgium
70:B3:D5:4A:1,Herholdt Controls srl
00:8D:F4:0,Sensata Technologies
60:95:CE:8,Trophy SAS
D0:07:90,Texas Instruments
40:D8:55:11:6,Uniscan LLC
70:B3:D5:E2:C,Fourth Frontier Technologies Private Limited
00:11:8B,Alcatel-Lucent Enterprise
3C:57:65,UNIONMAN TECHNOLOGY CO.
1C:E1:92,Qisda Corporation
64:07:8C,HUAWEI TECHNOLOGIES CO.
1C:51:B5,Techaya LTD
70:6A:C9,zte corporation
00:03:87,Blaze Network Products
D8:78:E5,KUHN SA
78:20:51,TP-Link Systems Inc.
00:13:04,Flaircomm Technologies Co. LTD
F0:9E:63,Cisco Systems
F0:DC:E2,Apple
38:A7:46,COMPAL INFORMATION (KUNSHAN) CO.
28:FD:80:7,University of York
8C:1F:64:8E:5,Druck Ltd.
60:29:D5,DAVOLINK Inc.
C8:7C:BC,Valink Co.
C0:FB:F9:4,Minato Advanced Technologies inc
B0:1F:8C,Aruba
00:30:BE,City-Net Technology
EC:9F:0D:6,Shenzhen Compare Electronics Co.
24:78:23,Panasonic Entertainment  Communication Co.
FC:6A:1C,Mellanox Technologies
AC:2F:A8,Humannix Co.
18:14:20,TEB SAS
84:25:3F,silex technology
D0:D9:4F:D,DUKSANMECASYS CO.
04:6C:9D,Cisco Systems
00:B3:62,Apple
00:05:EE,Vanderbilt International (SWE) AB 
6C:56:97,Amazon Technologies Inc.
00:50:C2:E4:F,Wine Technology Marlborough
70:B3:D5:09:5,plc-tec AG
88:29:49,Renesas Electronics (Penang) Sdn. Bhd.
F0:E7:52,Shenzhen Huajuxin Semiconductor Co.
00:1B:C5:0B:1,Roslen Eco-Networking Products
8C:1F:64:EE:3,SICHUAN HUACUN ZHIGU TECHNOLOGY CO.
54:0B:B6,Variscite LTD
24:DF:17,Shenzhen Sande Dacom Electronics Co.
40:D8:55:13:2,AeroVision Avionics
70:B3:D5:DD:9,MaNima Technologies BV
D0:DF:B2,Genie Networks Limited
48:C3:B0,Pharos Co.Ltd
00:09:98,Capinfo Company Limited
60:69:9B,isepos GmbH
B8:45:EB,Apple
70:B3:D5:90:E,Maytronics Ltd.
B4:C9:B9,Sichuan AI-Link Technology Co.
00:18:94,NPCore
90:46:A2,Tedipay UK Ltd
8C:04:FF,Technicolor CH USA Inc.
00:A0:70,COASTCOM
00:50:C2:2C:3,Digital SP Ltd
90:F9:70,HUAWEI TECHNOLOGIES CO.
84:78:8B,Apple
78:C2:C0:E,Huwomobility
F0:74:BF,Silicon Laboratories
8C:1F:64:73:7,Vytahy-Vymyslicky s.r.o.
C4:7C:8D:0,ATI
78:A3:51,SHENZHEN ZHIBOTONG ELECTRONICS CO.
3C:35:56,Cognitec Systems GmbH
74:F2:FA,Xiaomi Communications Co Ltd
00:50:C2:EF:0,Homaetrix Ltd
C8:E1:30,Milkyway Group Ltd
A8:5B:B7,Apple
D0:51:62,Sony Mobile Communications Inc
00:15:11,Data Center Systems
AC:2A:0C,CSR ZHUZHOU INSTITUTE CO.
00:50:C2:3D:D,ELMIC GmbH
70:DA:17,Austrian Audio GmbH
E0:B6:F5:8,Yuneec International???China???Co.???Ltd
88:5F:E8:B,Shenzhen ORVIBO Technology Co.
00:26:83,Ajoho Enterprise Co.
14:C1:4E,Google
00:50:C2:A7:9,Saintronic
F8:02:78:9,Beijing Redcdn Technology
E8:78:29:0,Tanz Security Technology Ltd.
8C:1F:64:29:3,LandisGyr Equipamentos de Medi????o Ltda
00:50:C2:F5:9,G3 Technologies
00:60:8B,ConferTech International
00:00:A6,NETWORK GENERAL CORPORATION
00:0A:67,OngCorp
10:5F:AD,Intel Corporate
E0:46:9A,NETGEAR
44:C6:5D,Apple
1C:BB:A8,OJSC Ufimskiy Zavod Promsvyaz
C4:68:D0,VTech Telecommunications Ltd.
00:50:C2:EC:A,BitWise Controls
58:E8:76,IEEE Registration Authority
1C:60:DE,MERCURY COMMUNICATION TECHNOLOGIES CO.
38:98:E9,Huawei Device Co.
00:12:FD,OPTIMUS IC S.A.
70:B3:D5:92:F,SiFive
00:23:4E,Hon Hai Precision Ind. Co.
EC:15:3D,Beijing Yaxunhongda Technology Co.
BC:02:4A,HMD Global Oy
9C:C9:50,Baumer Holding
00:04:A4,NetEnabled
10:3D:1C,Intel Corporate
00:50:C2:B6:4,FEW Bauer GmbH
00:50:C2:6D:C,L-3 Communications Mobile-Vision
40:D8:55:0E:F,GeneSys Elektronik GmbH
48:12:8F,HUAWEI TECHNOLOGIES CO.
50:CD:32,NanJing Chaoran Science  Technology Co.
2C:9E:00,Sony Interactive Entertainment Inc.
58:35:26,DEEPLET TECHNOLOGY CORP
00:30:FC,Terawave Communications
00:0D:FC,ITFOR Inc.
A0:E4:53,Sony Mobile Communications Inc
78:02:B1,Cisco Systems
70:B3:D5:70:7,Koco Motion US LLC
8C:1F:64:1D:1,AS Str??mungstechnik GmbH
18:84:10,CoreTrust Inc.
00:06:A8,KC Technology
60:CD:C5,Taiwan Carol Electronics.
4C:93:A6:2,Diehl Controls Nanjing Co.
C8:2E:47,Suzhou SmartChip Semiconductor Co.
00:14:5F,ADITEC CO. LTD
70:B3:06,Apple
04:A1:6F:6,GY-FX SAS
70:B3:D5:AE:0,AnyComm.Co.
88:25:10,Aruba
00:19:26,BitsGen Co.
F0:4B:3A,Juniper Networks
00:18:C9,EOps Technology Limited
00:13:47,Red Lion Controls
70:B3:D5:52:3,Tibit Communications
94:2A:6F,Ubiquiti Networks Inc.
00:50:C2:EF:C,Private
00:50:C2:BB:8,MoeTronix
8C:1F:64:6B:1,Specialist Mechanical Engineers (PTY)LTD
00:50:C2:61:F,Imagine Communications
00:15:FA,Cisco Systems
AC:67:84,Google
74:6B:AB,GUANGDONG ENOK COMMUNICATION CO.
A0:9A:5A,Time Domain
00:50:C2:34:E,ABB Power Technologies S.p.A.  Unit???? Operativa SACE (PTMV)
00:50:6F,G-CONNECT
00:00:38,CSS LABS
44:4B:5D,GE Healthcare
D0:76:50:7,ENCORED Technologies
00:22:24,Good Will Instrument Co.
6C:25:B9,BBK EDUCATIONAL ELECTRONICS CORP.
08:00:47,SEQUENT COMPUTER SYSTEMS INC.
E0:9D:B8,PLANEX COMMUNICATIONS INC.
F8:98:B9,HUAWEI TECHNOLOGIES CO.
70:B3:D5:4C:8,Hosokawa Micron Powder Systems
00:19:69,Nortel Networks
F0:2A:2B:0,Merlin Security Inc.
00:17:C5,SonicWALL
70:B3:D5:82:B,Shangnuo company
70:B3:D5:B5:B,DynaMount LLC
B4:6D:C2,SHENZHEN BILIAN ELECTRONIC CO.???LTD
00:1B:8F,Cisco Systems
8C:BA:FC,JOYNEXT GmbH
00:19:AD,BOBST SA
A4:11:63:5,Carbon
7C:F9:5C,U.I. Lapp GmbH
A0:3E:6B:8,718th  Research  Institute  of  CSIC
00:50:C2:7B:7,Tattile srl
00:08:A9,SangSang Technology
78:36:90,Yulong Computer Telecommunication Scientific (Shenzhen) Co.
54:22:E0,Adtran Inc
00:50:C2:B3:D,AMS
18:E3:BC,TCT mobile ltd
90:56:FC,TECNO MOBILE LIMITED
A0:42:D1,Huawei Device Co.
00:50:C2:21:B, GD Mission Systems
90:98:38,Huawei Device Co.
70:B6:51,Eight Sleep
24:F0:FF,GHT Co.
8C:1F:64:CD:B,EUROPEAN TELECOMMUNICATION INTERNATIONAL KFT
D8:1F:CC,Brocade Communications Systems LLC
FC:5A:DC,Keenetic Limited
30:30:F9,Espressif Inc.
C0:84:7D,AMPAK Technology
00:BE:43,Dell Inc.
74:45:8A,Samsung Electronics Co.
70:B3:D5:05:2,Sudo Premium Engineering
00:50:C2:66:D,DIGITEK S.p.A.
6C:51:BF,Huawei Device Co.
24:B2:31,Dongguan Liesheng Electronic Co.
6C:9C:ED,Cisco Systems
F8:DA:0C,Hon Hai Precision Ind. Co.
78:39:2D:A,Edgenectar Inc.
18:18:8B,FUJITSU CONNECTED TECHNOLOGIES LIMITED
00:08:5B,Hanbit Electronics Co.
70:B3:D5:99:B,RCH ITALIA SPA 
FC:CC:E4,Ascon Ltd.
84:39:BE:1,Guangzhou Heygears Technology Ltd
00:50:C2:B7:C,Bettini srl
00:22:43,AzureWave Technology Inc.
90:15:64:D,Jiangsu Kangjie Data Co.
00:0F:FD,Glorytek Network Inc.
C4:BA:99,IME Actia Informatik und Mikro-Elektronik GmbH
8C:1F:64:71:B,Adasky Ltd.
1C:83:B0,Linked IP GmbH
B8:53:AC,Apple
00:50:C2:7F:3,SOREC
8C:1F:64:A7:7,Rax-Tech International
08:2C:B0,Network Instruments
08:7B:12,Sagemcom Broadband SAS
00:05:D4,FutureSmart Networks
D0:14:11:3,iLOQ Oy
00:90:A6,Cisco Systems
80:58:F8,Motorola Mobility LLC
00:06:23,MGE UPS Systems France
BC:87:FA,Bose Corporation
00:00:6C,Schneider Electric
DC:44:6D,Allwinner Technology Co.
B4:0F:3B,Tenda Technology Co.
4C:60:BA,AltoBeam Inc.
40:78:6A,Motorola Mobility LLC
88:F4:88,cellon communications technology(shenzhen)Co.
78:39:2D:B,MedRx
00:0F:16,JAY HOW TECHNOLOGY CO.
44:D3:AD,Shenzhen TINNO Mobile Technology Corp.
00:09:4E,BARTECH SYSTEMS INTERNATIONAL
60:A4:34:3,Shenzhen lncar Technology Co.
2C:11:65,Silicon Laboratories
00:50:C2:A4:2,RealVision Inc.
D4:F0:C9,KYOCERA Document Solutions Inc.
00:0E:F2,Infinico Corporation
30:F0:28,Bosch Sicherheitssysteme GmbH
8C:99:E6,TCT mobile ltd
00:20:6E,XACT
00:0A:8D,EUROTHERM LIMITED
40:ED:98:C,BloomSky
24:00:FA,China Mobile (Hangzhou) Information Technology Co.
A8:97:CD,ARRIS Group
84:65:69,New H3C Technologies Co.
20:0B:16,Texas Instruments
00:90:B0,VADEM
00:1C:21,Nucsafe Inc.
C8:1E:C2,ITEL MOBILE LIMITED
7C:39:53,zte corporation
70:B3:D5:4E:C,Hangzhou Youshi Industry Co.
00:1D:25,Samsung Electronics Co.
78:EB:46,HUAWEI TECHNOLOGIES CO.
00:06:E5,Fujian Newland Computer Ltd. Co.
00:50:C2:00:6,Project Management Enterprises
E4:DB:AE,Extreme Networks
3C:45:0B,Sentry Equipment Corp.
4C:74:A7:3,GoCodeIT Inc
FC:70:2E,Sichuan AI-Link Technology Co.
80:3B:2A,ABB Xiamen Low Voltage Equipment Co.
00:50:DC,TAS TELEFONBAU A. SCHWABE GMBH  CO. KG
80:E4:DA:A,Neutronics
4C:E6:76,BUFFALO.INC
18:62:E4,Texas Instruments
88:A9:A7:A,Zhejiang Haoteng Electronic Technology Co.
E0:76:D0,AMPAK Technology
00:30:5B,Toko Inc.
00:50:7F,DrayTek Corp.
C4:CC:37:9,Skychers Creations ShenZhen Limited
70:B3:D5:D3:E,enders GmbH
68:B5:99,Hewlett Packard
70:B3:D5:CD:B,Wuhan Xingtuxinke ELectronic Co.
6C:F7:84,Xiaomi Communications Co Ltd
8C:15:53,Beijing Memblaze Technology Co Ltd
D8:34:1C,GD Midea Air-Conditioning Equipment Co.
5C:E5:0C,Beijing Xiaomi Mobile Software Co.
70:B3:D5:38:D,IMP-TELEKOMUNIKACIJE DOO
90:A2:DA,GHEO SA
80:7B:85:2,Phoenix Co.
54:11:2F,Sulzer Pump Solutions Finland Oy
70:B3:D5:32:C,ATION Corporation
00:08:F9,Artesyn Embedded Technologies
00:1C:C6,ProStor Systems
48:91:F6,Shenzhen Reach software technology CO.
E0:AE:A2,HUAWEI TECHNOLOGIES CO.
18:C3:F4:6,VeriFone Systems (China)
00:09:4F,elmegt GmbH  Co. KG
E0:77:26,Huawei Device Co.
64:62:66:4,Redstone Systems
EC:A7:B1:C,Hiromokuten Co.
04:D3:CF,Apple
70:B3:D5:40:A,Monroe Electronics
90:4C:81,Hewlett Packard Enterprise
00:0E:38,Cisco Systems
34:5D:A8,Cisco Systems
AC:BD:F7,Cisco Meraki
00:10:B8,ISHIGAKI COMPUTER SYSTEM CO.
00:50:C2:D6:B,Nemec Automation
40:D8:55:0E:E,Siegmar Zander HuSWare
00:1C:1C,Center Communication Systems GmbH
38:F5:97,home2net GmbH
DC:7B:94,Cisco Systems
54:22:F8,zte corporation
0C:EF:AF:7,Syntrans AB
D0:A0:11:6,OCEM Energy Technology
00:50:C2:20:0,Whittier Mailing Products
F4:A5:2A,Hawa Technologies Inc
64:FB:81:8,NPG Technology S.A.
48:7A:FF,ESSYS
04:33:1F,Huawei Device Co.
9C:2E:7A,Samsung Electronics Co.
C8:B5:AD,Hewlett Packard Enterprise
00:05:89,National Datacomputer
8C:AE:49:7,Precitec Optronik GmbH
88:1F:A1,Apple
20:29:B9,Ikotek technology SH Co.
78:23:27,Samsung Electronics Co.
00:D0:4D,DIV OF RESEARCH  STATISTICS
50:48:2C:D,KIDO SPORTS CO.
4C:A5:6D,Samsung Electronics Co.
00:50:C2:E6:1,Detech Electronics ApS
00:07:44,Unico
40:8C:4C,Shenzhen MiaoMing  Intelligent Technology Co.
00:A0:DB,FISHER  PAYKEL PRODUCTION
00:22:D1,Albrecht Jung GmbH  Co. KG
C4:5A:B1,Dell Inc.
54:84:7B,Digital Devices GmbH
70:B3:D5:9E:1,Bolide Technology Group
CC:9E:A2,Amazon Technologies Inc.
FC:9F:FD,Hangzhou Hikvision Digital Technology Co.
70:B3:D5:0C:3,Aug. Winkhaus GmbH  Co. KG
34:E1:D1:5,Doki Technologies Limited
20:E7:91,Siemens Healthcare Diagnostics
00:10:AE,SHINKO ELECTRIC INDUSTRIES CO.
A0:04:3E,Parker Hannifin Manufacturing Germany GmbH  Co. KG
70:B3:D5:F8:4,DEUTA-WERKE GmbH
54:9F:35,Dell Inc.
70:B3:D5:C3:B,Vironova AB
08:0C:C9,Mission Technology Group
BC:99:11,Zyxel Communications Corporation
70:B3:D5:BA:9,Alma
5C:F8:38:A,Semsotec GmbH
00:C0:20,ARCO ELECTRONIC
70:B3:D5:DF:F,Spanawave Corporation
70:B3:D5:70:A,PULLNET TECHNOLOGY
F8:10:93,Apple
48:D2:24,Liteon Technology Corporation
34:5A:60,Micro-Star INTL CO.
70:B3:D5:88:5,QuirkLogic
74:E3:36,FUJIAN STAR-NET COMMUNICATION CO.
D4:8C:B5,Cisco Systems
00:15:2C,Cisco Systems
00:1C:AF,Plato Networks Inc.
F4:D2:61,SEMOCON Co.
00:09:5A,RACEWOOD TECHNOLOGY
0C:DB:EA,Apple
00:0E:C5,Digital Multitools Inc
00:50:C2:97:C,Creacon Technologies B.V.
94:40:F3,HUAWEI TECHNOLOGIES CO.
00:07:DA,Neuro Telecom Co.
00:50:C2:2B:0,Telda Electronics
00:90:9E,Critical IO
40:D8:55:0C:3,APG Cash Drawer
AC:64:DD:C,Beijing Hamigua Technology Co.
00:02:DA,ExiO Communications
00:1E:9D,Recall Technologies
00:0B:4C,Clarion (M) Sdn Bhd
74:59:33,Danal Entertainment
00:21:4B,Shenzhen HAMP Science  Technology Co.
00:08:BD,TEPG-US
00:40:85,SAAB INSTRUMENTS AB
2C:7A:F4:7,Jinan LinkCtrl IoT Co.
08:B6:57,AVM Audiovisuelles Marketing und Computersysteme GmbH
A8:E8:24,INIM ELECTRONICS S.R.L.
40:F4:9F,Cisco Systems
F8:C0:01,Juniper Networks
00:90:17,Zypcom
B0:DC:EF,Intel Corporate
00:50:C2:E4:D,PCSC
00:07:55,Lafon
A4:58:0F:1,Stone Lock Global
0C:7B:C8,Cisco Meraki
98:4C:04,Zhangzhou Keneng Electrical Equipment Co Ltd
90:4E:91:4,Wrtnode technology Inc.
A0:B3:39,Intel Corporate
00:50:C2:A9:3,SPX Dehydration  Filtration
BC:90:3A,Robert Bosch GmbH
EC:9F:0D:5,Paw-Taw-John Services
